"name","date","Season","value"
"AUS",1896-12-11,"Summer",3
"AUT",1896-12-11,"Summer",5
"DEN",1896-12-11,"Summer",6
"FRA",1896-12-11,"Summer",11
"GBR",1896-12-11,"Summer",9
"GER",1896-12-11,"Summer",32
"GRE",1896-12-11,"Summer",48
"HUN",1896-12-11,"Summer",6
"SUI",1896-12-11,"Summer",3
"USA",1896-12-11,"Summer",20
"AUS",1900-12-11,"Summer",6
"AUT",1900-12-11,"Summer",6
"BEL",1900-12-11,"Summer",43
"BOH",1900-12-11,"Summer",3
"CAN",1900-12-11,"Summer",2
"COL",1900-12-11,"Summer",1
"CUB",1900-12-11,"Summer",2
"DEN",1900-12-11,"Summer",9
"ESP",1900-12-11,"Summer",2
"FRA",1900-12-11,"Summer",235
"GBR",1900-12-11,"Summer",108
"GER",1900-12-11,"Summer",45
"HAI",1900-12-11,"Summer",1
"HUN",1900-12-11,"Summer",5
"IND",1900-12-11,"Summer",2
"ITA",1900-12-11,"Summer",5
"LUX",1900-12-11,"Summer",1
"MEX",1900-12-11,"Summer",3
"NED",1900-12-11,"Summer",27
"NOR",1900-12-11,"Summer",9
"NZL",1900-12-11,"Summer",1
"SUI",1900-12-11,"Summer",21
"SWE",1900-12-11,"Summer",4
"USA",1900-12-11,"Summer",63
"AUS",1904-12-11,"Summer",4
"AUT",1904-12-11,"Summer",4
"CAN",1904-12-11,"Summer",48
"CUB",1904-12-11,"Summer",5
"FRA",1904-12-11,"Summer",2
"GBR",1904-12-11,"Summer",2
"GER",1904-12-11,"Summer",16
"GRE",1904-12-11,"Summer",2
"HUN",1904-12-11,"Summer",4
"NOR",1904-12-11,"Summer",2
"SUI",1904-12-11,"Summer",3
"USA",1904-12-11,"Summer",394
"AUS",1906-12-11,"Summer",3
"AUT",1906-12-11,"Summer",9
"BEL",1906-12-11,"Summer",11
"BOH",1906-12-11,"Summer",3
"CAN",1906-12-11,"Summer",2
"DEN",1906-12-11,"Summer",34
"FIN",1906-12-11,"Summer",4
"FRA",1906-12-11,"Summer",64
"GBR",1906-12-11,"Summer",39
"GER",1906-12-11,"Summer",30
"GRE",1906-12-11,"Summer",102
"HUN",1906-12-11,"Summer",13
"ITA",1906-12-11,"Summer",56
"NED",1906-12-11,"Summer",6
"NOR",1906-12-11,"Summer",25
"SUI",1906-12-11,"Summer",12
"SWE",1906-12-11,"Summer",21
"USA",1906-12-11,"Summer",24
"ANZ",1908-12-11,"Summer",19
"AUT",1908-12-11,"Summer",1
"BEL",1908-12-11,"Summer",33
"BOH",1908-12-11,"Summer",6
"CAN",1908-12-11,"Summer",52
"DEN",1908-12-11,"Summer",17
"FIN",1908-12-11,"Summer",30
"FRA",1908-12-11,"Summer",40
"GBR",1908-12-11,"Summer",368
"GER",1908-12-11,"Summer",21
"GRE",1908-12-11,"Summer",4
"HUN",1908-12-11,"Summer",20
"ITA",1908-12-11,"Summer",8
"NED",1908-12-11,"Summer",16
"NOR",1908-12-11,"Summer",42
"RSA",1908-12-11,"Summer",2
"RUS",1908-12-11,"Summer",3
"SWE",1908-12-11,"Summer",84
"USA",1908-12-11,"Summer",65
"ANZ",1912-12-11,"Summer",10
"AUT",1912-12-11,"Summer",14
"BEL",1912-12-11,"Summer",19
"CAN",1912-12-11,"Summer",8
"DEN",1912-12-11,"Summer",87
"FIN",1912-12-11,"Summer",71
"FRA",1912-12-11,"Summer",26
"GBR",1912-12-11,"Summer",170
"GER",1912-12-11,"Summer",53
"GRE",1912-12-11,"Summer",2
"HUN",1912-12-11,"Summer",30
"ITA",1912-12-11,"Summer",25
"NED",1912-12-11,"Summer",26
"NOR",1912-12-11,"Summer",80
"RSA",1912-12-11,"Summer",7
"RUS",1912-12-11,"Summer",14
"SUI",1912-12-11,"Summer",2
"SWE",1912-12-11,"Summer",190
"USA",1912-12-11,"Summer",107
"AUS",1920-12-11,"Summer",7
"BEL",1920-12-11,"Summer",188
"BRA",1920-12-11,"Summer",7
"CAN",1920-12-11,"Summer",16
"DEN",1920-12-11,"Summer",71
"ESP",1920-12-11,"Summer",23
"EST",1920-12-11,"Summer",3
"FIN",1920-12-11,"Summer",52
"FRA",1920-12-11,"Summer",141
"GBR",1920-12-11,"Summer",111
"GRE",1920-12-11,"Summer",5
"ITA",1920-12-11,"Summer",84
"JPN",1920-12-11,"Summer",3
"LUX",1920-12-11,"Summer",1
"NED",1920-12-11,"Summer",50
"NOR",1920-12-11,"Summer",137
"NZL",1920-12-11,"Summer",1
"RSA",1920-12-11,"Summer",21
"SUI",1920-12-11,"Summer",29
"SWE",1920-12-11,"Summer",154
"TCH",1920-12-11,"Summer",10
"USA",1920-12-11,"Summer",194
"ARG",1924-12-11,"Summer",10
"AUS",1924-12-11,"Summer",10
"AUS",1924-12-11,"Winter",1
"AUT",1924-12-11,"Summer",4
"AUT",1924-12-11,"Winter",4
"BEL",1924-12-11,"Summer",39
"BEL",1924-12-11,"Winter",5
"CAN",1924-12-11,"Summer",20
"CAN",1924-12-11,"Winter",9
"DEN",1924-12-11,"Summer",14
"EST",1924-12-11,"Summer",6
"FIN",1924-12-11,"Summer",52
"FIN",1924-12-11,"Winter",15
"FRA",1924-12-11,"Summer",110
"FRA",1924-12-11,"Winter",10
"GBR",1924-12-11,"Summer",64
"GBR",1924-12-11,"Winter",31
"GRE",1924-12-11,"Summer",1
"HAI",1924-12-11,"Summer",5
"HUN",1924-12-11,"Summer",22
"IND",1924-12-11,"Winter",7
"IRL",1924-12-11,"Summer",2
"ITA",1924-12-11,"Summer",51
"JPN",1924-12-11,"Summer",1
"LUX",1924-12-11,"Summer",2
"MON",1924-12-11,"Summer",1
"NED",1924-12-11,"Summer",27
"NEP",1924-12-11,"Winter",1
"NOR",1924-12-11,"Summer",22
"NOR",1924-12-11,"Winter",17
"NZL",1924-12-11,"Summer",1
"POL",1924-12-11,"Summer",5
"POR",1924-12-11,"Summer",4
"ROU",1924-12-11,"Summer",16
"RSA",1924-12-11,"Summer",3
"SUI",1924-12-11,"Summer",60
"SUI",1924-12-11,"Winter",9
"SWE",1924-12-11,"Summer",72
"SWE",1924-12-11,"Winter",9
"TCH",1924-12-11,"Summer",10
"URU",1924-12-11,"Summer",14
"USA",1924-12-11,"Summer",182
"USA",1924-12-11,"Winter",12
"YUG",1924-12-11,"Summer",2
"ARG",1928-12-11,"Summer",26
"AUS",1928-12-11,"Summer",4
"AUT",1928-12-11,"Summer",5
"AUT",1928-12-11,"Winter",6
"BEL",1928-12-11,"Summer",5
"BEL",1928-12-11,"Winter",1
"CAN",1928-12-11,"Summer",33
"CAN",1928-12-11,"Winter",12
"CHI",1928-12-11,"Summer",1
"DEN",1928-12-11,"Summer",15
"EGY",1928-12-11,"Summer",4
"ESP",1928-12-11,"Summer",3
"EST",1928-12-11,"Summer",9
"FIN",1928-12-11,"Summer",25
"FIN",1928-12-11,"Winter",4
"FRA",1928-12-11,"Summer",50
"FRA",1928-12-11,"Winter",2
"GBR",1928-12-11,"Summer",58
"GBR",1928-12-11,"Winter",1
"GER",1928-12-11,"Summer",77
"GER",1928-12-11,"Winter",5
"HAI",1928-12-11,"Summer",1
"HUN",1928-12-11,"Summer",21
"IND",1928-12-11,"Summer",14
"IRL",1928-12-11,"Summer",1
"ITA",1928-12-11,"Summer",72
"JPN",1928-12-11,"Summer",9
"LUX",1928-12-11,"Summer",1
"NED",1928-12-11,"Summer",57
"NOR",1928-12-11,"Summer",9
"NOR",1928-12-11,"Winter",15
"NZL",1928-12-11,"Summer",1
"PHI",1928-12-11,"Summer",1
"POL",1928-12-11,"Summer",20
"POR",1928-12-11,"Summer",6
"RSA",1928-12-11,"Summer",6
"SUI",1928-12-11,"Summer",30
"SUI",1928-12-11,"Winter",12
"SWE",1928-12-11,"Summer",37
"SWE",1928-12-11,"Winter",16
"TCH",1928-12-11,"Summer",16
"TCH",1928-12-11,"Winter",1
"URU",1928-12-11,"Summer",17
"USA",1928-12-11,"Summer",88
"USA",1928-12-11,"Winter",14
"YUG",1928-12-11,"Summer",12
"ARG",1932-12-11,"Summer",4
"AUS",1932-12-11,"Summer",5
"AUT",1932-12-11,"Summer",5
"AUT",1932-12-11,"Winter",2
"BEL",1932-12-11,"Summer",1
"CAN",1932-12-11,"Summer",39
"CAN",1932-12-11,"Winter",20
"DEN",1932-12-11,"Summer",11
"ESP",1932-12-11,"Summer",1
"FIN",1932-12-11,"Summer",29
"FIN",1932-12-11,"Winter",3
"FRA",1932-12-11,"Summer",40
"FRA",1932-12-11,"Winter",2
"GBR",1932-12-11,"Summer",35
"GER",1932-12-11,"Summer",43
"GER",1932-12-11,"Winter",14
"HUN",1932-12-11,"Summer",33
"HUN",1932-12-11,"Winter",2
"IND",1932-12-11,"Summer",15
"IRL",1932-12-11,"Summer",2
"ITA",1932-12-11,"Summer",77
"JPN",1932-12-11,"Summer",31
"LAT",1932-12-11,"Summer",1
"MEX",1932-12-11,"Summer",2
"NED",1932-12-11,"Summer",13
"NOR",1932-12-11,"Winter",10
"NZL",1932-12-11,"Summer",2
"PHI",1932-12-11,"Summer",3
"POL",1932-12-11,"Summer",21
"RSA",1932-12-11,"Summer",5
"SUI",1932-12-11,"Summer",1
"SUI",1932-12-11,"Winter",2
"SWE",1932-12-11,"Summer",32
"SWE",1932-12-11,"Winter",3
"TCH",1932-12-11,"Summer",6
"URU",1932-12-11,"Summer",1
"USA",1932-12-11,"Summer",189
"USA",1932-12-11,"Winter",34
"ARG",1936-12-11,"Summer",11
"AUS",1936-12-11,"Summer",1
"AUT",1936-12-11,"Summer",55
"AUT",1936-12-11,"Winter",5
"BEL",1936-12-11,"Summer",14
"CAN",1936-12-11,"Summer",22
"CAN",1936-12-11,"Winter",13
"DEN",1936-12-11,"Summer",6
"EGY",1936-12-11,"Summer",5
"EST",1936-12-11,"Summer",7
"FIN",1936-12-11,"Summer",27
"FIN",1936-12-11,"Winter",9
"FRA",1936-12-11,"Summer",44
"FRA",1936-12-11,"Winter",1
"GBR",1936-12-11,"Summer",36
"GBR",1936-12-11,"Winter",17
"GER",1936-12-11,"Summer",223
"GER",1936-12-11,"Winter",7
"HUN",1936-12-11,"Summer",41
"HUN",1936-12-11,"Winter",2
"IND",1936-12-11,"Summer",19
"ITA",1936-12-11,"Summer",76
"JPN",1936-12-11,"Summer",23
"LAT",1936-12-11,"Summer",2
"MEX",1936-12-11,"Summer",16
"NED",1936-12-11,"Summer",37
"NOR",1936-12-11,"Summer",28
"NOR",1936-12-11,"Winter",18
"NZL",1936-12-11,"Summer",1
"PHI",1936-12-11,"Summer",1
"POL",1936-12-11,"Summer",12
"POR",1936-12-11,"Summer",3
"ROU",1936-12-11,"Summer",1
"RSA",1936-12-11,"Summer",1
"SUI",1936-12-11,"Summer",52
"SUI",1936-12-11,"Winter",10
"SWE",1936-12-11,"Summer",35
"SWE",1936-12-11,"Winter",10
"TCH",1936-12-11,"Summer",18
"TUR",1936-12-11,"Summer",2
"USA",1936-12-11,"Summer",96
"USA",1936-12-11,"Winter",16
"YUG",1936-12-11,"Summer",1
"ARG",1948-12-11,"Summer",11
"AUS",1948-12-11,"Summer",16
"AUT",1948-12-11,"Summer",8
"AUT",1948-12-11,"Winter",8
"BEL",1948-12-11,"Summer",15
"BEL",1948-12-11,"Winter",6
"BRA",1948-12-11,"Summer",10
"CAN",1948-12-11,"Summer",7
"CAN",1948-12-11,"Winter",15
"CUB",1948-12-11,"Summer",2
"DEN",1948-12-11,"Summer",51
"EGY",1948-12-11,"Summer",5
"ESP",1948-12-11,"Summer",3
"FIN",1948-12-11,"Summer",33
"FIN",1948-12-11,"Winter",9
"FRA",1948-12-11,"Summer",72
"FRA",1948-12-11,"Winter",5
"GBR",1948-12-11,"Summer",61
"GBR",1948-12-11,"Winter",2
"HUN",1948-12-11,"Summer",62
"HUN",1948-12-11,"Winter",2
"IND",1948-12-11,"Summer",20
"IRI",1948-12-11,"Summer",1
"IRL",1948-12-11,"Summer",1
"ITA",1948-12-11,"Summer",67
"ITA",1948-12-11,"Winter",1
"JAM",1948-12-11,"Summer",3
"KOR",1948-12-11,"Summer",2
"MEX",1948-12-11,"Summer",9
"NED",1948-12-11,"Summer",42
"NOR",1948-12-11,"Summer",18
"NOR",1948-12-11,"Winter",13
"PAN",1948-12-11,"Summer",2
"PER",1948-12-11,"Summer",1
"POL",1948-12-11,"Summer",2
"POR",1948-12-11,"Summer",5
"PUR",1948-12-11,"Summer",1
"RSA",1948-12-11,"Summer",6
"SRI",1948-12-11,"Summer",1
"SUI",1948-12-11,"Summer",36
"SUI",1948-12-11,"Winter",28
"SWE",1948-12-11,"Summer",75
"SWE",1948-12-11,"Winter",13
"TCH",1948-12-11,"Summer",20
"TCH",1948-12-11,"Winter",17
"TTO",1948-12-11,"Summer",1
"TUR",1948-12-11,"Summer",12
"URU",1948-12-11,"Summer",3
"USA",1948-12-11,"Summer",152
"USA",1948-12-11,"Winter",16
"YUG",1948-12-11,"Summer",16
"ARG",1952-12-11,"Summer",6
"AUS",1952-12-11,"Summer",20
"AUT",1952-12-11,"Summer",3
"AUT",1952-12-11,"Winter",8
"BEL",1952-12-11,"Summer",8
"BRA",1952-12-11,"Summer",3
"BUL",1952-12-11,"Summer",1
"CAN",1952-12-11,"Summer",4
"CAN",1952-12-11,"Winter",17
"CHI",1952-12-11,"Summer",4
"DEN",1952-12-11,"Summer",9
"EGY",1952-12-11,"Summer",1
"ESP",1952-12-11,"Summer",1
"FIN",1952-12-11,"Summer",40
"FIN",1952-12-11,"Winter",12
"FRA",1952-12-11,"Summer",40
"FRA",1952-12-11,"Winter",1
"GBR",1952-12-11,"Summer",31
"GBR",1952-12-11,"Winter",1
"GER",1952-12-11,"Summer",40
"GER",1952-12-11,"Winter",12
"HUN",1952-12-11,"Summer",102
"HUN",1952-12-11,"Winter",2
"IND",1952-12-11,"Summer",15
"IRI",1952-12-11,"Summer",7
"IRL",1952-12-11,"Summer",1
"ITA",1952-12-11,"Summer",54
"ITA",1952-12-11,"Winter",2
"JAM",1952-12-11,"Summer",8
"JPN",1952-12-11,"Summer",12
"KOR",1952-12-11,"Summer",2
"LIB",1952-12-11,"Summer",2
"LUX",1952-12-11,"Summer",1
"MEX",1952-12-11,"Summer",1
"NED",1952-12-11,"Summer",18
"NED",1952-12-11,"Winter",3
"NOR",1952-12-11,"Summer",13
"NOR",1952-12-11,"Winter",19
"NZL",1952-12-11,"Summer",3
"POL",1952-12-11,"Summer",4
"POR",1952-12-11,"Summer",2
"ROU",1952-12-11,"Summer",4
"RSA",1952-12-11,"Summer",14
"SUI",1952-12-11,"Summer",33
"SUI",1952-12-11,"Winter",6
"SWE",1952-12-11,"Summer",70
"SWE",1952-12-11,"Winter",23
"TCH",1952-12-11,"Summer",25
"TTO",1952-12-11,"Summer",2
"TUR",1952-12-11,"Summer",3
"URS",1952-12-11,"Summer",117
"URU",1952-12-11,"Summer",14
"USA",1952-12-11,"Summer",134
"USA",1952-12-11,"Winter",30
"VEN",1952-12-11,"Summer",1
"YUG",1952-12-11,"Summer",24
"ARG",1956-12-11,"Summer",2
"AUS",1956-12-11,"Summer",67
"AUT",1956-12-11,"Summer",4
"AUT",1956-12-11,"Winter",12
"BAH",1956-12-11,"Summer",2
"BEL",1956-12-11,"Summer",2
"BRA",1956-12-11,"Summer",1
"BUL",1956-12-11,"Summer",18
"CAN",1956-12-11,"Summer",19
"CAN",1956-12-11,"Winter",20
"CHI",1956-12-11,"Summer",4
"DEN",1956-12-11,"Summer",6
"FIN",1956-12-11,"Summer",26
"FIN",1956-12-11,"Winter",12
"FRA",1956-12-11,"Summer",33
"GBR",1956-12-11,"Summer",46
"GER",1956-12-11,"Summer",52
"GER",1956-12-11,"Winter",2
"GRE",1956-12-11,"Summer",1
"HUN",1956-12-11,"Summer",64
"HUN",1956-12-11,"Winter",2
"IND",1956-12-11,"Summer",17
"IRI",1956-12-11,"Summer",5
"IRL",1956-12-11,"Summer",5
"ISL",1956-12-11,"Summer",1
"ITA",1956-12-11,"Summer",47
"ITA",1956-12-11,"Winter",8
"JPN",1956-12-11,"Summer",24
"JPN",1956-12-11,"Winter",1
"KOR",1956-12-11,"Summer",2
"MEX",1956-12-11,"Summer",2
"NOR",1956-12-11,"Summer",3
"NOR",1956-12-11,"Winter",4
"NZL",1956-12-11,"Summer",3
"PAK",1956-12-11,"Summer",14
"POL",1956-12-11,"Summer",19
"POL",1956-12-11,"Winter",1
"ROU",1956-12-11,"Summer",19
"RSA",1956-12-11,"Summer",7
"SUI",1956-12-11,"Summer",3
"SUI",1956-12-11,"Winter",10
"SWE",1956-12-11,"Summer",34
"SWE",1956-12-11,"Winter",15
"TCH",1956-12-11,"Summer",7
"TUR",1956-12-11,"Summer",7
"URS",1956-12-11,"Summer",169
"URS",1956-12-11,"Winter",37
"URU",1956-12-11,"Summer",12
"USA",1956-12-11,"Summer",123
"USA",1956-12-11,"Winter",26
"YUG",1956-12-11,"Summer",23
"ARG",1960-12-11,"Summer",4
"AUS",1960-12-11,"Summer",46
"AUT",1960-12-11,"Summer",3
"AUT",1960-12-11,"Winter",6
"BEL",1960-12-11,"Summer",4
"BRA",1960-12-11,"Summer",13
"BUL",1960-12-11,"Summer",7
"CAN",1960-12-11,"Summer",9
"CAN",1960-12-11,"Winter",21
"DEN",1960-12-11,"Summer",23
"ESP",1960-12-11,"Summer",14
"ETH",1960-12-11,"Summer",1
"FIN",1960-12-11,"Summer",6
"FIN",1960-12-11,"Winter",13
"FRA",1960-12-11,"Summer",12
"FRA",1960-12-11,"Winter",3
"GBR",1960-12-11,"Summer",28
"GER",1960-12-11,"Summer",89
"GER",1960-12-11,"Winter",9
"GHA",1960-12-11,"Summer",1
"GRE",1960-12-11,"Summer",3
"HUN",1960-12-11,"Summer",66
"IND",1960-12-11,"Summer",13
"IRI",1960-12-11,"Summer",4
"IRQ",1960-12-11,"Summer",1
"ITA",1960-12-11,"Summer",88
"ITA",1960-12-11,"Winter",1
"JPN",1960-12-11,"Summer",31
"MAR",1960-12-11,"Summer",1
"MEX",1960-12-11,"Summer",1
"NED",1960-12-11,"Summer",3
"NED",1960-12-11,"Winter",2
"NOR",1960-12-11,"Summer",2
"NOR",1960-12-11,"Winter",9
"NZL",1960-12-11,"Summer",3
"PAK",1960-12-11,"Summer",14
"POL",1960-12-11,"Summer",30
"POL",1960-12-11,"Winter",2
"POR",1960-12-11,"Summer",2
"ROU",1960-12-11,"Summer",15
"RSA",1960-12-11,"Summer",3
"SGP",1960-12-11,"Summer",1
"SUI",1960-12-11,"Summer",12
"SUI",1960-12-11,"Winter",2
"SWE",1960-12-11,"Summer",7
"SWE",1960-12-11,"Winter",9
"TCH",1960-12-11,"Summer",22
"TCH",1960-12-11,"Winter",1
"TPE",1960-12-11,"Summer",1
"TUR",1960-12-11,"Summer",9
"UAR",1960-12-11,"Summer",2
"URS",1960-12-11,"Summer",169
"URS",1960-12-11,"Winter",42
"USA",1960-12-11,"Summer",125
"USA",1960-12-11,"Winter",27
"VEN",1960-12-11,"Summer",1
"WIF",1960-12-11,"Summer",5
"YUG",1960-12-11,"Summer",17
"ARG",1964-12-11,"Summer",1
"AUS",1964-12-11,"Summer",44
"AUT",1964-12-11,"Winter",17
"BAH",1964-12-11,"Summer",2
"BEL",1964-12-11,"Summer",3
"BRA",1964-12-11,"Summer",12
"BUL",1964-12-11,"Summer",10
"CAN",1964-12-11,"Summer",5
"CAN",1964-12-11,"Winter",7
"CUB",1964-12-11,"Summer",1
"DEN",1964-12-11,"Summer",12
"ETH",1964-12-11,"Summer",1
"FIN",1964-12-11,"Summer",5
"FIN",1964-12-11,"Winter",15
"FRA",1964-12-11,"Summer",31
"FRA",1964-12-11,"Winter",7
"GBR",1964-12-11,"Summer",28
"GBR",1964-12-11,"Winter",2
"GER",1964-12-11,"Summer",116
"GER",1964-12-11,"Winter",10
"GHA",1964-12-11,"Summer",1
"HUN",1964-12-11,"Summer",56
"IND",1964-12-11,"Summer",15
"IRI",1964-12-11,"Summer",2
"IRL",1964-12-11,"Summer",1
"ITA",1964-12-11,"Summer",51
"ITA",1964-12-11,"Winter",10
"JPN",1964-12-11,"Summer",62
"KEN",1964-12-11,"Summer",1
"KOR",1964-12-11,"Summer",3
"MEX",1964-12-11,"Summer",1
"NED",1964-12-11,"Summer",31
"NED",1964-12-11,"Winter",2
"NGR",1964-12-11,"Summer",1
"NOR",1964-12-11,"Winter",15
"NZL",1964-12-11,"Summer",6
"PAK",1964-12-11,"Summer",16
"PHI",1964-12-11,"Summer",1
"POL",1964-12-11,"Summer",46
"PRK",1964-12-11,"Winter",1
"ROU",1964-12-11,"Summer",16
"SUI",1964-12-11,"Summer",6
